182,206,206,206,206,206,192,206,206,206,206,206,205,111,184,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,192,182,182,182,182,182
182,206,206,206,206,206,192,206,206,206,206,206,205,111,111,111,111,21,22,21,22,111,254,254,254,21,22,111,111,21,22,21,22,21,22,111,111,111,254,21,22,111,254,254,254,111,111,111,111,21,22,21,22,21,22,21,22,21,192,21,22,21,22,182
182,206,218,206,218,206,192,206,218,206,218,206,205,111,111,111,111,29,30,29,183,183,183,183,183,183,183,183,111,29,30,29,30,29,30,111,254,254,254,29,30,183,254,254,254,254,111,111,111,29,30,29,30,29,30,29,30,183,192,29,30,29,30,182
182,206,212,206,212,206,192,206,212,206,212,206,205,111,254,111,111,111,111,21,22,21,22,21,22,21,22,21,22,183,22,183,22,183,22,183,22,254,254,21,22,111,183,183,183,183,183,21,22,21,22,21,183,111,111,21,22,21,192,21,22,21,22,182
182,206,212,206,212,206,192,206,212,206,212,206,205,111,254,254,111,183,111,29,30,29,30,29,30,29,30,29,30,29,30,29,30,29,30,29,30,183,183,183,30,111,183,111,111,29,30,29,30,183,183,29,30,111,183,183,183,29,192,29,30,29,30,182
182,206,206,206,206,206,192,206,206,206,206,206,205,111,183,183,183,111,111,111,111,21,183,183,111,111,111,21,22,21,22,29,22,21,22,21,22,21,22,21,22,21,183,21,22,21,183,21,22,21,22,111,111,21,22,21,22,21,192,21,22,254,111,182
182,206,206,206,206,206,192,206,183,183,183,206,205,111,111,111,111,111,111,111,111,29,30,111,111,111,111,183,183,183,183,183,183,29,30,183,30,183,183,29,183,29,183,29,30,183,30,183,30,29,30,111,111,29,30,29,30,29,192,29,183,183,111,182
182,206,206,206,206,206,192,206,206,206,206,183,183,183,111,111,111,21,22,183,111,111,111,21,22,21,183,183,111,21,183,21,22,183,22,21,22,21,22,111,111,111,183,183,22,21,22,21,22,183,22,21,183,21,22,21,22,21,192,21,22,21,22,182
182,206,218,206,218,206,192,206,218,206,218,206,205,111,111,254,254,29,30,111,111,111,111,29,30,29,30,111,111,29,183,29,30,29,183,183,183,183,183,183,183,111,111,29,30,29,30,29,30,183,30,183,30,183,183,29,183,29,192,183,30,29,30,182
182,206,212,206,212,206,192,206,212,206,212,206,205,111,111,111,254,254,111,21,22,183,22,111,111,21,22,21,22,21,183,21,111,111,111,21,22,111,111,111,111,254,254,254,254,111,111,111,111,21,22,21,22,111,111,111,111,183,192,21,22,21,22,182
182,206,212,206,212,206,192,206,212,206,212,206,205,184,182,182,182,182,182,182,182,182,182,185,111,29,30,29,30,29,183,29,111,111,184,182,182,182,182,182,182,182,182,182,182,182,182,185,254,29,30,29,30,254,111,254,111,29,192,184,182,182,182,182
182,206,206,206,206,206,192,206,206,206,206,206,205,168,184,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
