253,253,253,253,192,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,175,192,124,192,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
154,139,138,253,139,138,111,111,111,111,111,111,111,111,175,175,78,79,175,175,175,175,111,175,175,253,175,124,124,175,175,175,175,203,202,217,217,217,217,217,217,197,218,124,217,196,217,217,217,217,217,217,217,217,217,226,226,226,226,226,226,226,226,226
152,139,138,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,175,175,175,175,124,124,175,175,175,203,202,201,201,221,190,201,201,193,216,124,201,193,201,201,201,201,201,201,221,190,201,201,222,222,222,222,222,222,222,222
152,139,138,138,139,138,175,102,175,175,175,175,175,111,111,175,75,74,175,175,175,175,175,253,175,175,175,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
152,139,254,138,139,138,175,110,175,175,175,175,175,111,102,175,75,74,254,254,175,254,175,194,175,124,175,124,175,175,175,175,175,203,202,217,218,204,217,217,217,218,204,217,217,217,218,204,217,217,217,218,204,217,217,217,226,226,226,226,226,226,226,226
152,139,138,138,139,138,102,110,109,109,109,109,175,111,110,175,75,74,175,254,254,254,175,253,175,124,175,124,175,124,175,175,175,203,202,201,216,204,201,201,201,216,204,201,201,201,216,204,201,201,201,216,204,201,201,201,201,201,222,222,222,222,222,222
152,139,138,138,139,138,110,110,72,254,72,72,254,111,110,175,75,253,175,254,175,254,175,253,175,175,175,175,175,124,175,175,175,203,202,214,216,204,214,201,214,216,204,214,201,214,216,204,214,201,214,216,204,214,201,214,201,221,116,222,222,222,222,222
152,139,138,253,253,253,253,253,253,253,72,72,109,111,110,254,75,253,253,253,253,253,253,253,175,175,175,175,175,124,124,124,124,124,202,201,216,204,201,201,201,216,204,201,201,201,216,204,201,201,201,216,204,201,201,221,124,124,124,124,124,124,124,124
253,253,253,253,139,138,72,72,72,72,254,72,72,109,109,109,75,74,175,175,175,175,175,253,175,175,175,175,175,124,124,175,175,124,124,124,216,204,221,116,201,216,204,221,116,201,216,204,201,221,116,216,204,221,124,124,124,217,217,217,217,217,217,217
154,139,138,138,139,138,72,72,254,72,72,72,72,72,72,72,75,74,111,111,111,111,111,253,175,124,175,124,175,124,175,175,175,203,202,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,217,218,190,190,190,190,190,190,201
253,253,253,253,139,138,72,72,72,254,72,72,72,72,254,254,75,74,103,103,103,103,103,253,175,175,175,175,175,175,175,124,124,124,202,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,218,124,190,190,190,190,190,190,190,190,201
253,253,253,253,253,253,253,192,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,175,175,175,175,175,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,192,124,124,124,124,124,124,124,124,124,124
