119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,142,119,119,119,119,247,192,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
111,111,254,254,254,111,21,22,21,254,21,22,175,175,21,22,175,175,175,175,254,175,254,175,254,175,254,175,254,175,175,119,142,142,142,142,119,247,192,111,111,111,111,247,247,247,247,247,247,111,111,111,111,111,111,111,111,111,126,111,111,111,111,247
119,175,175,254,111,111,29,30,29,254,29,30,175,239,29,30,136,142,137,175,119,175,254,175,254,175,254,175,254,175,175,119,142,142,142,142,119,247,192,111,111,111,111,111,111,111,126,111,111,111,111,111,111,247,247,247,247,247,247,247,111,111,111,247
119,111,175,175,21,22,21,22,21,254,21,22,21,22,21,22,140,142,141,22,21,22,119,175,119,152,119,152,119,152,152,119,142,119,142,142,119,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,239,239,239,239,239,111,111,126,247,247,247
119,111,119,119,29,30,29,30,29,254,29,30,29,30,29,30,140,142,141,30,29,30,175,175,136,142,142,142,142,142,142,119,133,119,142,142,119,131,247,247,111,111,111,126,111,111,111,111,111,111,239,126,239,111,247,247,247,247,247,247,247,247,111,247
119,111,21,22,111,111,111,111,111,119,21,22,111,111,111,111,140,119,141,152,152,152,152,152,140,142,142,142,142,142,119,119,129,119,142,142,119,175,175,111,111,111,111,247,247,247,247,247,247,247,247,247,247,247,239,239,239,239,239,239,239,239,111,247
111,111,29,30,111,119,111,111,111,111,29,30,254,111,111,111,140,119,142,142,142,142,142,142,140,142,142,154,154,142,142,119,119,119,142,142,119,247,247,247,111,111,111,239,239,239,239,239,239,239,126,239,239,239,239,247,247,247,247,111,111,111,111,247
111,111,111,111,21,22,111,111,21,22,111,111,119,111,111,111,140,119,142,142,154,154,142,142,140,142,142,148,148,142,142,119,142,142,142,142,119,119,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,239,239,239,239,111,111,111,111,247
111,111,111,111,29,30,175,111,29,30,245,111,111,111,254,111,140,119,142,142,148,148,142,142,140,142,142,142,119,142,142,119,142,142,142,245,119,119,247,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,111,247,111,111,111,247
119,111,245,111,111,111,175,175,111,245,245,245,111,111,119,111,140,119,142,142,142,142,142,142,140,142,142,142,119,142,142,142,142,142,119,119,119,119,119,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,111,111,111,111,117,247,247
119,119,119,245,245,245,245,245,245,245,245,245,245,245,111,111,140,119,142,119,245,245,119,245,245,119,245,245,119,245,142,142,142,119,119,119,247,247,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,247,247,117,111,247,247
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,192,142,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,247,247,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,247,111,111,111,111,111,247
